Year (coverage),Source Folder,Source File,Area,Risk-assessed Population,With history of smoking (Female),With history of smoking (Male),Binge Drinkers (Female),Binge Drinkers (Male),With Insufficient Physical Activity (Female),With Insufficient Physical Activity (Male),Consumed Unhealthy Diet (Female),Consumed Unhealthy Diet (Male),Overweight (Female),Overweight (Male),Obese (Female),Obese (Male)
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0831,South Cotabato,31241,66,3108,979,2912,164,169,338,0,3116,53,100,48
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0832,City of Mandaue,29881,410,67,985,315,0,617,0,210,0,465,213,88
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0833,Misamis Occidental,15824,70,14,687,683,0,0,490,0,118,149,281,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0834,Region 3,684109,19847,69341,31370,54706,10014,0,0,0,0,8576,8809,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0835,Abra,13757,569,552,656,66,0,194,16,0,1019,690,446,471
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0836,City of Cotabato,25203,487,1624,25203,25203,855,296,384,1532,1262,581,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0837,Region 7,214673,1227,11174,11329,35422,44020,18193,18535,28167,8042,0,24381,8279
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0838,Capiz,64398,384,240,1061,4683,410,3422,0,387,1755,679,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0839,Batanes,2250,66,0,421,2,199,0,595,244,142,0,88,199
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0840,Misamis Oriental,20956,0,0,0,0,0,88,0,0,0,0,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0841,City of Santiago,29194,210,2962,1411,4023,944,1006,1648,2302,2016,1551,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0842,Guimaras,25064,192,1906,882,542,0,0,0,170,687,302,980,136
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0843,City of Iligan,6226,80,22,393,412,29,8,0,54,0,17,378,197
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0844,Cagayan,87877,1318,10215,0,0,6663,5762,6935,791,0,4870,3479,115
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0845,City of General Santos,16554,293,182,506,561,85,0,91,0,1520,1736,1071,2535
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0846,Dinagat Islands,4208,0,299,41,661,0,0,326,4,278,538,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0847,City of San Juan,3558,36,5,16,217,32,0,0,0,0,0,215,91
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0848,Pampanga,163653,1353,3544,4763,7593,4909,6334,9098,2324,2204,0,154,1387
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0849,Misamis Oriental,22842,32,0,361,259,970,552,0,116,0,216,0,34
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0850,Antique,25220,790,2054,652,2211,181,0,713,158,0,190,414,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0851,Capiz,49334,0,3355,0,4836,2858,1446,546,4146,0,1459,239,1238
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0852,City of Naga,7596,79,833,447,0,546,0,0,353,0,0,163,55
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0853,City of Iloilo,31803,136,0,496,781,1747,0,0,710,169,714,191,476
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0854,City of Malabon,32899,0,794,5792,2983,0,0,165,0,438,243,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0855,South Cotabato,31286,0,2479,0,3383,505,109,296,129,42,0,2886,1802
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0856,Negros Occidental,99668,4010,10253,580,16917,0,840,0,0,435,2846,0,902
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0857,Davao del Sur,53035,0,0,540,5609,6592,8857,14632,10456,11021,5207,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0858,City of Naga,2459,47,126,104,41,70,85,0,114,97,168,8,45
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0859,Region 1,1,0,0,0,0,0,0,0,0,0,0,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0860,Palawan,33149,1255,0,2507,4316,0,136,44,546,3222,1433,505,1083
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0861,City of Parañaque,29342,0,150,102,680,290,899,148,752,0,298,467,222
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0862,Davao del Sur,35760,1540,5585,2777,4040,11138,6115,11960,301,3411,3966,580,878
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0863,Davao de Oro,56971,1835,8552,1695,0,0,3751,14742,0,19672,6008,8435,1403
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0864,Quirino,36025,293,3135,781,4246,1919,0,1365,2334,146,1442,251,482
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0865,Camiguin,4096,62,0,39,465,24,0,0,0,0,0,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0866,Marinduque,3537,2,128,0,98,0,0,0,0,0,114,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0867,Masbate,18399,1827,3052,2193,6180,1320,0,43,38,0,1444,559,217
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0868,Davao del Norte,28321,449,3743,1900,0,7447,3901,25,73,8486,4509,0,14
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0869,Siquijor,4526,210,392,394,0,0,24,13,0,349,462,79,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0870,Sorsogon,40787,198,0,2655,3461,270,537,197,0,6636,4524,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0871,City of Mandaue,18073,167,1051,271,731,2227,509,2820,97,727,35,95,274
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0872,Nueva Ecija,165976,7606,11992,1576,18267,0,3840,2276,3556,5647,4323,1919,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0873,Davao Oriental,33278,0,5011,3765,50,8714,0,0,8219,406,0,0,400
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0874,City of Santiago,22351,263,2621,593,3606,950,805,1381,1400,8,1091,231,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0875,Misamis Oriental,22235,98,181,0,486,967,0,0,179,0,310,63,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0876,Romblon,26128,0,1810,95,3305,2006,404,65,0,6638,1332,1558,1312
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0877,City of Puerto Princesa,8846,477,888,2261,1743,0,0,0,125,3792,909,279,469
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0878,City of Pasig,33323,1464,1106,1782,1807,0,179,0,0,8410,197,0,46
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0879,Davao de Oro,81339,316,1720,5248,15540,17172,919,6334,4223,1060,7161,1140,1166
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0880,Isabela,27940,444,0,653,0,1617,0,3064,3098,134,620,645,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0881,City of Pasig,45616,1051,131,1959,2748,460,0,226,0,4631,0,335,80
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0882,Catanduanes,35694,1276,10007,6048,299,16028,427,591,0,14405,10711,1104,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0883,Region 11,1,0,0,0,0,0,1,0,0,1,0,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0884,Southern Leyte,28775,1198,3294,576,4289,47,0,0,33,3903,3074,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0885,City of San Juan,3834,4,0,231,0,0,40,0,100,543,1153,13,84
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0886,Aurora,30581,1111,1617,939,0,398,1379,700,0,947,2242,0,816
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0887,Region 6,1,0,0,0,0,0,0,0,0,0,0,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0888,Pasay City,11727,0,294,8,339,0,0,0,0,110,0,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0889,NCR,424456,0,11936,1406,27031,1835,3654,4043,4159,10872,24195,6001,2942
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0890,Southern Leyte,27852,0,2705,242,0,0,0,125,25,886,3371,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0891,City of Parañaque,20579,45,62,58,100,0,405,0,389,81,79,824,210
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0892,City of Pasig,28117,1275,986,0,2980,120,444,0,0,6049,4087,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0893,Batanes,25891,697,365,5697,2735,701,83,4128,3176,193,3067,176,54
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0894,Region 2,342649,9336,32971,9862,34280,22193,0,18906,24316,11689,13082,7555,3489
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0895,City of Dagupan,9712,0,539,383,55,0,160,0,0,212,300,0,14
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0896,City of Davao,81055,185,3123,3279,5068,22748,806,20704,13184,8812,8096,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0897,Nueva Ecija,320009,17310,41603,0,43669,75,9547,10825,0,14539,0,3009,5487
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0898,Region 1,85043,1877,0,3887,16864,0,893,858,0,13798,0,0,70
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0899,Bukidnon,29152,115,1547,607,6106,517,0,2141,1291,0,177,577,502
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0900,City of Iloilo,26263,57,978,772,1107,0,461,0,0,44,814,250,100
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0901,Ilocos Sur,32269,466,2241,0,126,399,197,54,0,4276,1328,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0902,Sulu,6021,133,25,0,58,55,0,100,17,21,6021,0,148
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0903,City of Bacolod,12809,400,166,407,686,0,13,0,0,1230,1463,30,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0904,Samar,45184,6385,0,6648,3523,241,0,0,0,2385,149,192,276
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0905,Romblon,32589,1028,0,1703,4346,176,751,640,0,7211,2050,752,1330
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0906,Camiguin,6357,0,0,286,444,23,0,9,78,0,0,2,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0907,Zamboanga Sibugay,30065,413,4342,431,1914,110,188,77,556,111,0,216,413
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0908,City of Lapu-Lapu,17269,182,1011,623,2027,590,560,1131,1856,763,808,0,274
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0909,City of Lapu-Lapu,27091,0,588,2265,1058,5349,1010,2141,1451,1583,3392,324,714
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0910,Eastern Samar,14155,297,682,89,175,0,0,0,14,331,731,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0911,Sorsogon,42747,0,2787,508,2391,1358,518,500,0,6860,3367,72,351
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0912,City of Angeles,33636,17,3777,2544,0,0,0,396,1383,1507,1324,0,986
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0913,Misamis Oriental,21941,330,178,149,32,68,0,48,1341,159,85,228,199
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0914,Albay,29398,385,560,622,598,3149,483,974,0,500,445,627,171
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0915,Laguna,124797,1497,7077,3462,8687,0,737,0,25027,9233,5041,0,9983
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0916,Laguna,88784,1923,8281,3443,5618,0,583,1559,0,0,7136,751,6410
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0917,City of Navotas,9591,395,0,720,472,1868,552,124,607,565,370,154,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0918,Region 5,525560,0,50843,37542,71021,36751,10031,21629,4224,93254,15286,4666,2611
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0919,Catanduanes,25485,1050,371,4365,10149,812,7488,1373,0,2193,1536,58,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0920,Zamboanga del Sur,77270,653,12037,2139,690,679,37,4932,2187,842,1301,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0921,Rizal,77288,2378,7942,3454,10506,599,258,7011,9381,12330,5523,0,1133
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0922,Sulu,15407,134,621,0,15407,10,0,0,0,14722,15407,56,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0923,City of Iloilo,32025,0,1164,772,706,0,459,1565,75,309,696,281,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0924,BARMM,261795,2930,19302,925,0,0,0,0,3548,261795,14808,7987,2216
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0925,City of Tacloban,13987,209,571,566,89,0,0,45,0,431,0,0,159
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0926,Region 5,1,0,1,0,1,0,0,0,0,0,0,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0927,Region 6,545448,7025,42314,0,728,15819,11346,19819,0,17650,0,839,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0928,Capiz,109762,0,8921,3050,0,4344,6608,0,0,0,260,1564,148
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0929,City of Makati,31662,228,585,572,1318,5072,2281,2387,310,1335,0,10316,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0930,City of Parañaque,21907,289,80,0,11,1132,63,269,30,1037,0,48,239
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0931,Region 9,111678,3221,8050,4386,10446,4564,0,5830,3713,0,3360,1255,692
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0932,Sarangani,18398,4,1913,234,1611,768,0,773,206,827,366,799,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0933,City of Taguig,47624,0,254,436,364,1314,1152,621,294,0,361,693,967
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0934,Basilan,1,0,1,0,0,0,1,1,0,1,0,1,1
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0935,City of Zamboanga,12367,306,0,413,1122,302,0,0,0,642,407,42,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0936,La Union,88280,869,4030,162,0,352,223,919,502,0,5183,507,19
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0937,Pangasinan,143376,123717,8785,2304,540,0,1693,223,0,133878,104776,1527,1035
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0938,City of Valenzuela,61281,969,88,0,0,0,0,0,0,471,0,0,807
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0939,Region 4A,1114760,38294,136710,0,92065,5829,0,6866,7256,170434,46850,0,10326
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0940,Tawi-Tawi,1,0,0,0,0,0,1,0,1,0,0,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0941,Romblon,32066,534,3352,3023,3379,113,573,1903,0,2309,2386,1293,959
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0942,Zamboanga del Norte,16547,425,2478,452,1012,963,382,29,1104,859,0,0,59
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0943,Leyte,66632,2537,9662,5795,28,1487,1847,0,894,4238,0,0,278
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0944,Tawi-Tawi,1,0,1,0,0,0,0,0,0,1,0,1,1
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0945,Dinagat Islands,4386,79,506,13,0,491,0,0,0,1006,0,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0946,City of Valenzuela,29838,358,34,368,0,0,0,0,263,0,220,0,595
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0947,Northern Samar,15290,140,1376,631,2210,65,115,0,274,917,1134,169,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0948,NCR,266392,1537,0,5621,3219,4683,4730,12819,0,0,8737,3311,3458
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0949,Davao de Oro,51046,0,7087,3351,8994,0,0,186,425,443,2525,8788,4449
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0950,Batangas,171754,4127,34923,0,16644,186,0,22623,0,17016,13214,0,458
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0951,BARMM,1,0,0,0,1,0,0,0,0,0,1,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0952,Pangasinan,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0953,City of Parañaque,30754,0,0,278,250,1225,182,272,530,30,261,141,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0954,City of Zamboanga,23990,1083,1760,0,1421,87,326,1378,0,2065,1380,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0955,Davao del Sur,32451,142,2388,2998,2144,11231,0,3292,6525,7124,3167,0,182
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0956,Region 12,158475,3219,12670,3485,17634,686,359,875,3010,6709,5775,8949,727
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0957,City of Butuan,19577,0,0,916,1595,0,553,0,21,570,2353,0,249
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0958,Davao del Sur,25015,418,408,65,3425,2887,6275,9674,1636,7006,2896,273,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0959,Southern Leyte,38379,0,0,3468,0,0,633,0,0,0,4390,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0960,Ilocos Norte,41962,0,2031,269,117,309,0,0,250,1987,1243,0,482
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0961,Eastern Samar,16124,28,63,1966,1964,4,363,122,0,796,160,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0962,Zamboanga del Sur,36209,859,4716,1297,4650,437,0,1884,1,1747,0,106,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0963,Sulu,7796,54,440,0,35,42,20,56,123,47,7796,38,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0964,City of Malabon,30525,1741,97,1009,0,0,724,0,0,5432,2029,612,372
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0965,Quezon,99023,861,12179,15019,0,2862,724,15109,26755,9184,5474,2380,8722
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0966,Region 6,245713,7189,8708,8389,20617,2764,2512,6088,0,1614,5888,1978,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0967,Region 1,286976,0,44261,6483,13124,0,0,0,0,55596,0,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0968,South Cotabato,26620,286,1651,539,0,0,0,425,500,0,1007,2555,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0969,City of Malabon,15870,63,226,1914,8,138,233,112,74,147,0,458,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0970,Region 3,920394,36423,65253,52138,55777,24779,10994,38550,2538,0,12379,0,17741
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0971,Davao del Sur,28050,1740,2448,262,2161,12163,6387,11958,2125,604,2479,71,64
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0972,Sarangani,41946,399,0,481,605,698,753,238,629,1181,1884,1232,302
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0973,Zamboanga del Sur,32912,773,5101,522,1695,639,1038,1647,1094,483,1457,450,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0974,Lanao del Norte,36938,0,0,482,987,520,0,276,592,2127,0,270,123
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0975,City of Cotabato,1,0,1,0,0,0,0,0,0,1,0,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0976,Caraga,1,0,0,0,0,1,0,0,0,0,0,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0977,Maguindanao del Norte,38398,362,4256,33660,2221,0,432,0,442,3698,38398,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0978,City of Angeles,40198,2239,0,1791,249,468,118,0,391,1804,488,138,638
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0979,South Cotabato,42712,0,4381,519,0,57,0,0,0,0,298,3967,591
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0980,Camiguin,4297,9,0,0,44,0,0,47,60,17,0,0,35
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0981,Davao de Oro,39094,253,5289,2618,4426,123,0,2977,2672,1454,0,1224,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0982,City of Taguig,39802,0,156,681,512,267,0,0,1046,0,0,1176,643
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0983,Ormoc City,7427,13,200,77,559,0,0,17,0,651,448,8,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0984,Apayao,32275,751,688,814,0,37,413,30,486,94,0,4270,617
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0985,Cebu,31992,0,4448,3356,3291,3519,1757,2208,1530,619,0,1102,1510
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0986,City of Iligan,7228,46,1,419,539,0,0,0,0,0,22,83,110
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0987,Misamis Occidental,13220,311,0,469,1251,0,217,232,0,101,186,105,92
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0988,City of Malabon,35425,73,2144,36,53,514,0,90,0,0,337,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0989,Pateros,2964,20,0,13,11,0,0,41,0,0,31,16,11
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0990,Aklan,8454,41,1188,685,10,118,14,231,150,866,800,0,135
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0991,Region 4A,1,0,0,0,0,0,0,0,0,0,0,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0992,Sorsogon,94954,1180,11076,1846,7926,74,343,0,4500,112,8392,1333,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0993,Kalinga,22922,127,139,461,0,175,0,0,110,0,1802,2066,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0994,Capiz,27890,140,1326,140,2294,0,0,1852,230,636,135,851,453
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0995,Region 11,564750,23759,119,34710,79657,88356,71840,0,42021,141006,0,0,7715
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0996,City of Pasig,51573,0,1819,5567,2274,0,891,789,0,12301,5196,242,587
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0997,Zambales,122672,5350,8977,2685,5178,0,0,0,5020,4327,3020,54,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0998,Camarines Norte,69248,2310,344,1054,5388,1245,778,0,684,7596,5537,736,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0999,City of Davao,86098,5354,3746,3421,4567,0,377,19457,5484,6534,6557,0,284
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1000,Davao Occidental,22830,1338,0,172,0,0,997,2624,0,2850,2050,0,300
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1001,Davao del Norte,137509,1706,17185,10772,0,22841,20606,12001,11119,39456,21814,2226,1528
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1002,BARMM,1,0,0,0,0,0,0,0,0,0,0,0,1
